phrase|partisanship
status quo|1.37453663774006
cent face|1.37305248252968
serious depress|-1.3710544903072
control communist|1.33125537352111
tariff practic|1.32607676057692
common men|-1.32492255584112
human relief|-1.32051995771239
govern farmer|1.30417982162741
year prohibit|-1.29542707217829
said plant|1.28728426844809
obtain import|-1.28023368563839
communist paper|1.26267255975606
precis inform|-1.25092216890472
cent exist|1.23633630577731
perform contract|1.23045105402002
director unit|1.23024011423489
thing report|1.22671017699052
line tariff|-1.22539915604191
answer speech|1.20921523366716
great splendid|1.20768359831155
canal act|1.20441919282912
wrap paper|-1.19958994026066
oil gas|1.1970589653034
farmer union|-1.19670114720146
three cruiser|1.18791371238883
pupil public|1.1869546366138
shoal dam|1.18452618769245
come spirit|1.15969430080965
import cheap|-1.15539476695511
sisterhood state|1.14819518748252
widow member|1.14278611227678
great banker|1.13819290534269
reduct class|1.13783837139344
product dairi|1.13397736971729
heat argument|1.1306054897124
return receipt|1.11630194091592
found physic|1.11614895418547
take clerk|1.10712170319652
consumpt liquor|-1.1018328647109
trust deed|1.09755621750792
report custom|1.09735175981268
care local|1.07580635852395
wool want|1.07437221173545
plant sugar|1.06333604519614
high finish|-1.0576306433207
farm control|1.05719665554961
maintain tariff|-1.05264914408976
crucial test|-1.0488573974561
farmer wage|-1.04791953118368
cost suit|-1.04709861591928
make hat|-1.04498123770772
cent nation|-1.04328412687903
made higher|-1.04049905069757
condemn conduct|-1.03738662277428
favor plan|-1.03580667756646
unbear burden|-1.02803064608108
motor buss|1.02525349751279
million investor|-1.02139895128363
differ freight|-1.02051454106435
